datetime;gas_rate_fact;gas_rate_plan;gas_rate_v1;gas_rate_v2;gas_rate_v3;
2025-03-08 08:40:00;71923.4595711016;71923.4595711016;;;;
2025-03-08 08:50:00;72100.1477818012;72100.1477818012;;;;
2025-03-08 09:00:00;69795.605475199;69795.605475199;;;;
2025-03-08 09:10:00;71549.4990293318;71549.4990293318;;;;
2025-03-08 09:20:00;71724.375972212;71724.375972212;;;;
2025-03-08 09:30:00;70059.7369708512;70059.7369708512;;;;
2025-03-08 09:40:00;71979.1348846887;71979.1348846887;;;;
2025-03-08 09:50:00;70583.5018429876;70583.5018429876;;;;
2025-03-08 10:00:00;71340.9390651612;71340.9390651612;;;;
2025-03-08 10:10:00;71830.8021256531;71830.8021256531;;;;
2025-03-08 10:20:00;71730.0735376041;71730.0735376041;;;;
2025-03-08 10:30:00;72593.6167324434;72593.6167324434;;;;
2025-03-08 10:40:00;72676.3667518542;72676.3667518542;;;;
2025-03-08 10:50:00;72470.6336877841;72470.6336877841;;;;
2025-03-08 11:00:00;73372.6906528501;73372.6906528501;;;;
2025-03-08 11:10:00;70236.0159111941;70236.0159111941;;;;
2025-03-08 11:20:00;72896.4586581361;72896.4586581361;;;;
2025-03-08 11:30:00;72838.9326368894;72838.9326368894;;;;
2025-03-08 11:40:00;69868.1490888693;69868.1490888693;;;;
2025-03-08 11:50:00;72809.2836717005;72809.2836717005;;;;
2025-03-08 12:00:00;73495.1756852196;73495.1756852196;;;;
2025-03-08 12:10:00;71931.0393480574;71931.0393480574;;;;
2025-03-08 12:20:00;70064.7801142357;70064.7801142357;;;;
2025-03-08 12:30:00;69717.5357557666;69717.5357557666;;;;
2025-03-08 12:40:00;73065.4914372332;73065.4914372332;;;;
2025-03-08 12:50:00;69818.1344704491;69818.1344704491;;;;
2025-03-08 13:00:00;71261.3020583714;71261.3020583714;;;;
2025-03-08 13:10:00;72507.511922555;72507.511922555;;;;
2025-03-08 13:20:00;72604.8617224747;72604.8617224747;;;;
2025-03-08 13:30:00;70027.4517478598;70027.4517478598;;;;
2025-03-08 13:40:00;72643.7045840198;72643.7045840198;;;;
2025-03-08 13:50:00;70093.6971924051;70093.6971924051;;;;
2025-03-08 14:00:00;72999.2043695656;72999.2043695656;;;;
2025-03-08 14:10:00;70947.3160068537;70947.3160068537;;;;
2025-03-08 14:20:00;70122.2329517654;70122.2329517654;;;;
2025-03-08 14:30:00;70669.0727682583;70669.0727682583;;;;
2025-03-08 14:40:00;70916.4769262158;70916.4769262158;;;;
2025-03-08 14:50:00;70328.329558251;70328.329558251;;;;
2025-03-08 15:00:00;70824.4651735675;70824.4651735675;;;;
2025-03-08 15:10:00;70535.5793709796;70535.5793709796;;;;
2025-03-08 15:20:00;70389.5892498422;70389.5892498422;;;;
2025-03-08 15:30:00;70234.2402568433;70234.2402568433;;;;
2025-03-08 15:40:00;69960.4813206743;69960.4813206743;;;;
2025-03-08 15:50:00;70078.0098804309;70078.0098804309;;;;
2025-03-08 16:00:00;69853.4485093857;69853.4485093857;;;;
2025-03-08 16:10:00;70015.8850267634;70015.8850267634;;;;
2025-03-08 16:20:00;70402.4635557177;70402.4635557177;;;;
2025-03-08 16:30:00;70032.7879036511;70032.7879036511;;;;
2025-03-08 16:40:00;69104.8902907192;69104.8902907192;;;;
2025-03-08 16:50:00;69349.2514302894;69349.2514302894;;;;
2025-03-08 17:00:00;70040.7005606129;70040.7005606129;;;;
2025-03-08 17:10:00;68457.8646666781;68457.8646666781;;;;
2025-03-08 17:20:00;69728.4177894622;69728.4177894622;;;;
2025-03-08 17:30:00;69761.1177110803;69761.1177110803;;;;
2025-03-08 17:40:00;70053.3638461986;70053.3638461986;;;;
2025-03-08 17:50:00;69521.7082359796;69521.7082359796;;;;
2025-03-08 18:00:00;72288.5374493376;72288.5374493376;;;;
2025-03-08 18:10:00;73646.896699575;73646.896699575;;;;
2025-03-08 18:20:00;73114.6399492335;73114.6399492335;;;;
2025-03-08 18:30:00;73982.074693701;73982.074693701;;;;
2025-03-08 18:40:00;73387.8880108239;73387.8880108239;;;;
2025-03-08 18:50:00;73200.6634616908;73200.6634616908;;;;
2025-03-08 19:00:00;73988.4535091522;73988.4535091522;;;;
2025-03-08 19:10:00;74417.7627331665;74417.7627331665;;;;
2025-03-08 19:20:00;73971.6723151068;73971.6723151068;;;;
2025-03-08 19:50:00;71356.1237716415;71356.1237716415;;;;
2025-03-08 20:00:00;72177.4062459941;72177.4062459941;;;;
2025-03-08 20:30:00;70904.9343986408;70904.9343986408;;;;
2025-03-08 20:40:00;68421.7915225206;68421.7915225206;;;;
