datetime;gas_rate_fact;gas_rate_plan;gas_rate_v1;gas_rate_v2;gas_rate_v3;
2025-03-08 20:50:00;68812.3682224201;68812.3682224201;;;;
2025-03-08 21:00:00;71686.1606870451;71686.1606870451;;;;
2025-03-08 21:10:00;67851.1211492449;67851.1211492449;;;;
2025-03-08 21:20:00;68779.8046309288;68779.8046309288;;;;
2025-03-08 21:30:00;71291.1627536797;71291.1627536797;;;;
2025-03-08 21:40:00;68385.0166237031;68385.0166237031;;;;
2025-03-08 21:50:00;68542.9413231967;68542.9413231967;;;;
2025-03-08 22:00:00;72008.3690700337;72008.3690700337;;;;
2025-03-08 22:10:00;67225.317118802;67225.317118802;;;;
2025-03-08 22:20:00;67060.3183462795;67060.3183462795;;;;
2025-03-08 22:30:00;67213.5386655949;67213.5386655949;;;;
2025-03-08 22:40:00;67984.5951682819;67984.5951682819;;;;
2025-03-08 23:00:00;68663.4552843037;68663.4552843037;;;;
2025-03-08 23:10:00;67866.9953070094;67866.9953070094;;;;
2025-03-08 23:20:00;67535.4634332681;67535.4634332681;;;;
2025-03-08 23:40:00;68179.780471705;68179.780471705;;;;
2025-03-08 23:50:00;70416.784866512;70416.784866512;;;;
2025-03-09 00:00:00;70478.354806076;70478.354806076;;;;
2025-03-09 00:10:00;70595.3382392732;70595.3382392732;;;;
2025-03-09 00:20:00;69585.4447008923;69585.4447008923;;;;
2025-03-09 00:30:00;67185.5267326765;67185.5267326765;;;;
2025-03-09 00:40:00;68492.7999885027;68492.7999885027;;;;
2025-03-09 00:50:00;68961.4508877052;68961.4508877052;;;;
2025-03-09 01:00:00;68459.9989011737;68459.9989011737;;;;
2025-03-09 01:10:00;68400.2753972693;68400.2753972693;;;;
2025-03-09 01:20:00;69479.7371908424;69479.7371908424;;;;
2025-03-09 01:40:00;67823.5740346099;67823.5740346099;;;;
2025-03-09 01:50:00;68493.2195517374;68493.2195517374;;;;
2025-03-09 02:00:00;66281.9407322233;66281.9407322233;;;;
2025-03-09 02:10:00;66187.3470273987;66187.3470273987;;;;
2025-03-09 02:20:00;65672.4846342519;65672.4846342519;;;;
2025-03-09 02:30:00;65451.4990347463;65451.4990347463;;;;
2025-03-09 02:40:00;65265.3610004559;65265.3610004559;;;;
2025-03-09 02:50:00;65574.1924185375;65574.1924185375;;;;
2025-03-09 03:00:00;65623.7558449648;65623.7558449648;;;;
2025-03-09 03:10:00;66030.4085787719;66030.4085787719;;;;
2025-03-09 03:20:00;66155.3772923959;66155.3772923959;;;;
2025-03-09 03:40:00;65426.3664931144;65426.3664931144;;;;
2025-03-09 06:20:00;64992.5042539069;64992.5042539069;;;;
2025-03-09 06:30:00;66863.7094940694;66863.7094940694;;;;
2025-03-09 06:40:00;63827.7399174848;63827.7399174848;;;;
2025-03-09 06:50:00;63425.0298288522;63425.0298288522;;;;
2025-03-09 07:00:00;63458.6028656599;63458.6028656599;;;;
2025-03-09 07:10:00;63456.6049758562;63456.6049758562;;;;
2025-03-09 07:20:00;63710.1357440211;63710.1357440211;;;;
2025-03-09 07:30:00;63648.1671450711;63648.1671450711;;;;
2025-03-09 07:40:00;62943.5214947942;62943.5214947942;;;;
2025-03-09 07:50:00;62993.0079261101;62993.0079261101;;;;
2025-03-09 08:00:00;63268.9921126977;63268.9921126977;;;;
2025-03-09 10:10:00;62531.6562784594;62531.6562784594;;;;
2025-03-09 10:30:00;61474.8408567071;61474.8408567071;;;;
2025-03-09 10:50:00;62047.7898466936;62047.7898466936;;;;
2025-03-09 11:00:00;62211.2120277243;62211.2120277243;;;;
2025-03-09 11:10:00;62002.1109608934;62002.1109608934;;;;
2025-03-09 11:20:00;62897.5506702104;62897.5506702104;;;;
2025-03-09 11:40:00;62528.7564885775;62528.7564885775;;;;
2025-03-09 11:50:00;62893.1534623936;62893.1534623936;;;;
2025-03-09 12:00:00;62961.498625323;62961.498625323;;;;
2025-03-09 12:10:00;62923.3007159058;62923.3007159058;;;;
2025-03-09 12:20:00;62772.8498404341;62772.8498404341;;;;
2025-03-09 12:30:00;64052.0229298097;64052.0229298097;;;;
2025-03-09 12:40:00;63554.9125827526;63554.9125827526;;;;
2025-03-09 12:50:00;63652.8869893308;63652.8869893308;;;;
2025-03-09 13:00:00;64704.0316350163;64704.0316350163;;;;
2025-03-09 13:10:00;64617.0431356997;64617.0431356997;;;;
2025-03-09 13:20:00;66043.7700484406;66043.7700484406;;;;
2025-03-09 13:30:00;64347.9256741406;64347.9256741406;;;;
2025-03-09 13:40:00;63628.9660444041;63628.9660444041;;;;
2025-03-09 13:50:00;64456.7960414324;64456.7960414324;;;;
2025-03-09 14:00:00;64006.0646508507;64006.0646508507;;;;
2025-03-09 14:10:00;64980.0268758391;64980.0268758391;;;;
2025-03-09 14:30:00;65492.3463743892;65492.3463743892;;;;
2025-03-09 14:40:00;66499.3295469979;66499.3295469979;;;;
2025-03-09 15:00:00;63784.9362687599;63784.9362687599;;;;
2025-03-09 15:10:00;61034.8106803623;61034.8106803623;;;;
2025-03-09 15:20:00;61002.7495915611;61002.7495915611;;;;
2025-03-09 15:30:00;60143.1747143882;60143.1747143882;;;;
2025-03-09 15:40:00;58974.690873773;58974.690873773;;;;
2025-03-09 15:50:00;58834.7937856014;58834.7937856014;;;;
2025-03-09 16:00:00;57089.9560863814;57089.9560863814;;;;
2025-03-09 16:10:00;60222.4059539545;60222.4059539545;;;;
2025-03-09 16:20:00;57226.8400178968;57226.8400178968;;;;
2025-03-09 16:30:00;55532.6814493092;55532.6814493092;;;;
2025-03-09 16:40:00;56033.5647584328;56033.5647584328;;;;
2025-03-09 16:50:00;54094.8433530594;54094.8433530594;;;;
2025-03-09 17:00:00;53014.5648506971;53014.5648506971;;;;
2025-03-09 17:10:00;52971.7608445491;52971.7608445491;;;;
2025-03-09 17:20:00;51172.6891043359;51172.6891043359;;;;
2025-03-09 17:30:00;50201.0253943356;50201.0253943356;;;;
2025-03-09 17:40:00;51352.534053036;51352.534053036;;;;
2025-03-09 17:50:00;50033.8110228077;50033.8110228077;;;;
2025-03-09 18:00:00;50727.7006251518;50727.7006251518;;;;
2025-03-09 18:10:00;51731.3003588753;51731.3003588753;;;;
2025-03-09 18:20:00;50221.8842044626;50221.8842044626;;;;
2025-03-09 18:30:00;44946.8481734286;44946.8481734286;;;;
2025-03-09 18:40:00;44993.393319319;44993.393319319;;;;
2025-03-09 18:50:00;43528.28554836;43528.28554836;;;;
2025-03-09 19:00:00;41623.1533453304;41623.1533453304;;;;
2025-03-09 19:10:00;41895.7701505233;41895.7701505233;;;;
2025-03-09 19:20:00;42842.9097829542;42842.9097829542;;;;
2025-03-09 19:30:00;42227.2369903098;42227.2369903098;;;;
2025-03-09 19:40:00;43935.8539498463;43935.8539498463;;;;
2025-03-09 19:50:00;43354.3614571638;43354.3614571638;;;;
2025-03-09 20:00:00;42960.16049511;42960.16049511;;;;
2025-03-09 20:10:00;42670.9686210526;42670.9686210526;;;;
2025-03-09 20:20:00;42138.6641734859;42138.6641734859;;;;
2025-03-09 20:30:00;41605.4788276665;41605.4788276665;;;;
2025-03-09 20:40:00;40655.2471093398;40655.2471093398;;;;
2025-03-09 20:50:00;40722.3153212118;40722.3153212118;;;;
2025-03-09 21:00:00;40024.0889294337;40024.0889294337;;;;
2025-03-09 21:10:00;39923.8249124501;39923.8249124501;;;;
2025-03-09 21:20:00;39269.3413475958;39269.3413475958;;;;
2025-03-09 21:30:00;38866.5200805241;38866.5200805241;;;;
2025-03-09 21:40:00;38495.9302650747;38495.9302650747;;;;
2025-03-09 21:50:00;37856.9570915507;37856.9570915507;;;;
2025-03-09 22:00:00;37596.6811421915;37596.6811421915;;;;
2025-03-09 22:10:00;37784.5278777759;37784.5278777759;;;;
2025-03-09 22:20:00;37558.1682885993;37558.1682885993;;;;
2025-03-09 22:30:00;37765.3164799301;37765.3164799301;;;;
2025-03-09 22:40:00;37853.4177371099;37853.4177371099;;;;
2025-03-09 22:50:00;37949.1471566222;37949.1471566222;;;;
2025-03-09 23:00:00;36970.6973858872;36970.6973858872;;;;
2025-03-09 23:10:00;35720.7236171166;35720.7236171166;;;;
2025-03-09 23:20:00;36881.8289341203;36881.8289341203;;;;
2025-03-09 23:30:00;36480.1723626588;36480.1723626588;;;;
2025-03-09 23:40:00;36331.7851344;36331.7851344;;;;
2025-03-09 23:50:00;36028.5524992391;36028.5524992391;;;;
2025-03-10 00:00:00;36145.2106644763;36145.2106644763;;;;
2025-03-10 00:10:00;36507.7683888067;36507.7683888067;;;;
2025-03-10 00:20:00;36985.7958064826;36985.7958064826;;;;
2025-03-10 00:30:00;36706.8017104536;36706.8017104536;;;;
2025-03-10 00:40:00;38314.4105751639;38314.4105751639;;;;
2025-03-10 00:50:00;38431.6192569436;38431.6192569436;;;;
2025-03-10 01:00:00;37278.473188253;37278.473188253;;;;
2025-03-10 01:10:00;38328.2449112121;38328.2449112121;;;;
2025-03-10 01:20:00;38366.1445963788;38366.1445963788;;;;
2025-03-10 01:30:00;38477.5715088832;38477.5715088832;;;;
2025-03-10 01:40:00;38157.35551861;38157.35551861;;;;
2025-03-10 01:50:00;37449.385108824;37449.385108824;;;;
2025-03-10 02:00:00;37049.1313528159;37049.1313528159;;;;
2025-03-10 02:10:00;38090.0038394778;38090.0038394778;;;;
2025-03-10 02:20:00;38808.7833087207;38808.7833087207;;;;
2025-03-10 02:30:00;38039.6980787796;38039.6980787796;;;;
2025-03-10 02:40:00;36328.6635426309;36328.6635426309;;;;
2025-03-10 02:50:00;38590.4063209346;38590.4063209346;;;;
2025-03-10 03:00:00;35802.8140227486;35802.8140227486;;;;
2025-03-10 03:10:00;35724.7909606491;35724.7909606491;;;;
2025-03-10 03:20:00;35464.7871638003;35464.7871638003;;;;
2025-03-10 03:30:00;35597.9201855376;35597.9201855376;;;;
2025-03-10 03:40:00;36049.2857619144;36049.2857619144;;;;
2025-03-10 03:50:00;35716.6886702269;35716.6886702269;;;;
2025-03-10 04:00:00;35717.0516744804;35717.0516744804;;;;
2025-03-10 04:20:00;35197.9117077436;35197.9117077436;;;;
2025-03-10 04:30:00;35781.1664175045;35781.1664175045;;;;
2025-03-10 04:40:00;36439.6513001967;36439.6513001967;;;;
2025-03-10 04:50:00;35665.1301474236;35665.1301474236;;;;
